_1,_2,_3,_4
Lokenath_Bal,"[""Person""]",Person,-490.588
Lokomotiv_(band),"[""other""]",other,-243.596
Loktantrik_Jan_Samta_Party,"[""Organisation""]",Person,-167.086
Lokur,"[""Place""]",Place,-217.765
Lola_Beer_Ebner,"[""Person""]",other,-1188.591
Lola_J._May,"[""Person""]",Person,-1393.719
"Loleta,_California","[""Place""]",Place,-803.44
Lolla,"[""Place""]",Place,-96.373
Lollipops_and_Roses_(album),"[""Work""]",Work,-446.559
Lollu_Sabha_Balaji,"[""Person""]",Person,-967.947
Lolo_Waka,"[""Person""]",Person,-694.151
Lomandra_filiformis,"[""Species""]",Species,-348.619
Lomaphorus,"[""Species""]",Species,-100.988
Lomatium_bicolor,"[""Species""]",Species,-479.142
Lomatium_nevadense,"[""Species""]",Species,-585.078
Lomatium_suksdorfii,"[""Species""]",Species,-464.722
Lomba_da_Maia,"[""Place""]",Place,-311.835
Lomets,"[""Place""]",Place,-88.093
Lomnice_nad_Lu%C5%BEnic%C3%AD,"[""Place""]",Place,-323.072
"Lomnitsa,_Dobrich_Province","[""Place""]",Place,-101.18
Lomonosovskaya_(Saint_Petersburg_Metro),"[""Place""]",Place,-140.987
Lomoviejo,"[""Place""]",Place,-181.395
Lompobattang_flycatcher,"[""Species""]",Species,-312.594
Lompolo_Kon%C3%A9,"[""Person""]",Person,-166.014
Lomwe_language,"[""other""]",other,-1794.516
Lon_Carter_Barton,"[""Person""]",Person,-2180.473
Lon_Dubh_/_Blackbird,"[""Work""]",Work,-467.809
Lon_Hatherell,"[""Person""]",Person,-261.907
Lon_R._Greenberg,"[""Person""]",Person,-155.332
Lonar,"[""Place""]",Place,-774.059
Lonchocarpus_retiferus,"[""Species""]",Species,-116.369
Loncoche_Airport,"[""Place""]",Place,-193.504
Loncopu%C3%A9,"[""Place""]",Place,-163.255
London_Borough_of_Barnet,"[""other""]",Place,-696.875
London_Borough_of_Hammersmith_and_Fulham,"[""other""]",Place,-424.197
London_Bridge_(New_South_Wales),"[""other""]",Place,-809.787
London_City_Airport,"[""Place""]",Place,-1651.347
London_District_(British_Army),"[""Organisation""]",Person,-1125.463
London_Fields_(novel),"[""Work""]",Work,-1079.477
"London_Grove_Township,_Chester_County,_Pennsylvania","[""Place""]",Place,-128.613
London_Heritage_Farm,"[""Place""]",Place,-1269.6
London_Irish_(TV_series),"[""Work""]",Work,-241.918
London_Mills_Bridge,"[""Place""]",Place,-774.139
London_Mutual_Credit_Union,"[""other""]",Organisation,-616.376
London_Paddington_station,"[""Place""]",Place,-1217.435
London_Posse,"[""other""]",other,-223.505
London_Victoria_station,"[""Place""]",Place,-1765.497
Londonderry_City_(UK_Parliament_constituency),"[""other""]",Person,-233.659
Londonderry_Foyle_Road_railway_station,"[""Place""]",Place,-444.197
Londrina_Esporte_Clube,"[""Organisation""]",Person,-1400.712
Lone_(river),"[""Place""]",Place,-51.675
Lone_Fir_Cemetery,"[""Place""]",Place,-432.145
Lone_Star_Emmy_Awards,"[""other""]",Person,-562.214
Lone_Star_Wind_Farm,"[""Place""]",Place,-524.709
Lone_Survivor_(video_game),"[""Work""]",Work,-598.007
Lone_Wolf_and_Cub:_Baby_Cart_to_Hades,"[""Work""]",Work,-994.964
Lonelady,"[""other""]",Work,-246.988
Lonely_(Hyolyn_song),"[""Work""]",Work,-227.682
Lonely_(Mao_Abe_song),"[""Work""]",Work,-226.1
Lonely_(Spica_EP),"[""Work""]",Work,-240.713
Lonely_Heart,"[""Work""]",Work,-106.258
Lonely_Hearts_(1970_film),"[""Work""]",Work,-142.696
Lonely_Road_Books,"[""Organisation""]",Work,-705.133
Lonesome_Dove,"[""Work""]",Work,-1888.045
Lonesome_Sundown,"[""other""]",other,-250.117
Lonesome_Traveler,"[""Work""]",Work,-500.742
"Long,_Long_Way_to_Go","[""Work""]",Work,-365.725
Long-billed_forest_warbler,"[""Species""]",Species,-357.476
Long-billed_starthroat,"[""Species""]",Species,-1531.503
Long-crested_myna,"[""Species""]",Species,-251.326
Long-nosed_potoroo,"[""Species""]",Species,-1522.616
Long-tailed_Skipper,"[""Species""]",Species,-609.374
Long-tailed_duck,"[""Species""]",Species,-461.056
Long-tailed_sabrewing,"[""Species""]",Species,-364.896
Long-tailed_woodcreeper,"[""Species""]",Species,-446.141
Long-thumbed_frog,"[""Species""]",Species,-186.711
Long_Away,"[""Work""]",Work,-1320.204
Long_Beach_Marine_Stadium,"[""Place""]",Person,-455.251
Long_Beach_Memorial_Medical_Center,"[""Place""]",Organisation,-1414.453
"Long_Creek_Township,_Macon_County,_Illinois","[""Place""]",Place,-167.002
Long_Depression,"[""other""]",other,-2304.674
Long_Distance_(The_Kinks_song),"[""Work""]",Work,-241.371
Long_Island_City_Courthouse,"[""Place""]",Place,-1785.914
Long_Island_Lutheran_Middle_and_High_School,"[""Organisation""]",Organisation,-612.034
"Long_Lake_(Alpena_County,_Michigan)","[""Place""]",Place,-1333.17
Long_Live_Love_(Chris_Andrews_song),"[""Work""]",Work,-179.78
Long_Live_the_Kane,"[""Work""]",Work,-2722.576
Long_Meadows,"[""Place""]",Place,-682.68
Long_Pasia_Airport,"[""Place""]",Place,-169.496
Long_Peak,"[""Place""]",Place,-828.862
"Long_Point,_New_South_Wales","[""Place""]",Place,-335.133
"Long_Pond_(Rochester,_Massachusetts)","[""Place""]",Place,-262.18
Long_Prairie_Municipal_Airport,"[""Place""]",Place,-402.959
Long_Run_(Elk_Run),"[""Place""]",Place,-659.967
Long_Stratton,"[""Place""]",Place,-320.525
Long_Time_Coming_(song),"[""Work""]",Work,-412.939
Long_Walk_Home,"[""Work""]",Work,-1807.574
Longalatedes_elymi,"[""Species""]",Species,-502.901
Longare,"[""Place""]",Place,-142.508
Longburton,"[""Place""]",Place,-396.927
Longdale_Furnace_Historic_District,"[""Place""]",Place,-796.813
Longdendale,"[""other""]",Place,-239.322
Longfellow_Peak,"[""Place""]",Place,-407.829
"Longguan,_Hebei","[""Place""]",Place,-456.041
Longhead_dab,"[""Species""]",Species,-718.741
Longhorn_cowfish,"[""Species""]",Species,-1053.343
Longhorsley,"[""Place""]",Place,-844.336
Longing_For,"[""Work""]",Work,-513.657
Longitarsus_ibericus,"[""Species""]",Species,-110.123
Longmont_College,"[""Place""]",Place,-941.34
"Longmoor,_Hampshire","[""Place""]",Place,-715.117
Longodus,"[""Species""]",Species,-289.943
Longquan,"[""Place""]",Place,-344.157
Longtail_dragonet,"[""Species""]",Species,-321.319
Longtail_dwarf_goby,"[""Species""]",Species,-401.543
"Longtanping,_Sangzhi","[""Place""]",Place,-201.475
"Longton_Township,_Elk_County,_Kansas","[""Place""]",Place,-126.943
"Longtou,_Heilongjiang","[""Place""]",Place,-459.053
Longue_Pointe_(Quebec),"[""other""]",Place,-610.003
"Longview,_Mississippi","[""Place""]",Place,-417.54
Longville_Municipal_Airport,"[""Place""]",Place,-499.347
Longwood_(MBTA_station),"[""Place""]",Place,-763.228
Longyan,"[""Place""]",Place,-343.926
Longyou_County,"[""Place""]",Place,-308.386
Longzhua,"[""Species""]",Species,-182.232
Lonicera_pileata,"[""Species""]",Species,-434.024
Lonneker,"[""Place""]",Place,-345.761
Lonnie_D._Kliever,"[""Person""]",Person,-4568.403
Lonny_Frey,"[""Person""]",Person,-3016.025
Lonsdaleite,"[""ChemicalSubstance""]",other,-2069.732
Lonyo,"[""other""]",other,-289.629
Loogootee_High_School,"[""Organisation""]",Organisation,-276.035
Look_Back_in_Anger_(1980_film),"[""Work""]",Work,-303.221
Look_My_Way_(Rosemary_Clooney_album),"[""Work""]",Work,-455.117
Look_to_Windward,"[""Work""]",Work,-280.979
Looking_for_St._Tropez,"[""Work""]",Work,-101.261
Looking_for_the_Perfect_Beat,"[""Work""]",Work,-756.927
"Lookout,_Wisconsin","[""Place""]",Place,-213.767
"Lookout_Mountain,_Oklahoma","[""Place""]",Place,-683.061
Lookout_Mountain_(Colorado),"[""Place""]",Place,-342.317
Lookout_Mountain_(New_Jersey),"[""Place""]",Place,-330.454
"Loomis,_Saskatchewan","[""Place""]",Place,-325.274
Loon_Mountain,"[""Place""]",Place,-344.683
Loop_of_Henle,"[""other""]",other,-1173.795
Loophole_(short_story),"[""Work""]",Work,-578.056
Loopzilla,"[""Work""]",Work,-510.795
Loosley_Row,"[""Place""]",Place,-1193.501
Lop_Desert,"[""Place""]",Place,-599.987
Lop_dialect,"[""other""]",Place,-145.949
Lopdell_House,"[""Place""]",Place,-673.537
Lopharcha_angustior,"[""Species""]",Species,-111.97
Lopharcha_conia,"[""Species""]",Species,-101.069
Lopharcha_maurognoma,"[""Species""]",Species,-115.475
Lopharcha_orthioterma,"[""Species""]",Species,-101.106
Lophelia,"[""Species""]",Species,-498.685
Lophocampa_albiguttata,"[""Species""]",Species,-111.637
Lophocampa_arpi,"[""Species""]",Species,-133.087
Lophocampa_neibaensis,"[""Species""]",Species,-147.501
Lophocampa_sobrinoides,"[""Species""]",Species,-162.205
Lophoceps,"[""Species""]",Species,-63.024
Lophoditta,"[""Species""]",Species,-60.471
Lophoplusia_giffardi,"[""Species""]",Species,-118.073
Lophopoeum_humerosum,"[""Species""]",Species,-129.351
Lopik,"[""Place""]",Place,-526.142
Lopinavir/ritonavir,"[""other""]",other,-901.918
Loppa_Church,"[""Place""]",Place,-516.336
Loquitz,"[""Place""]",Place,-55.19
Lora_Grosu,"[""Person""]",Person,-89.653
Lora_Neeyevide,"[""Work""]",Work,-323.457
Lord_Alexander_Russell,"[""Person""]",Person,-208.923
Lord_Allan_Jay_Velasco,"[""Person""]",Person,-1091.247
Lord_Buckley,"[""Agent"",""Person"",""other""]",other,-1227.236
Lord_Changping,"[""Person""]",Person,-292.348
Lord_Charles_Wellesley,"[""Person""]",Person,-994.339
Lord_Chunshen,"[""Person""]",Person,-678.55
Lord_Edward_Thynne,"[""Person""]",Person,-645.746
Lord_George_Sanger,"[""Person""]",Person,-431.734
Lord_Granville_Somerset,"[""Person""]",Person,-361.083
Lord_Howe_silvereye,"[""Species""]",Species,-503.435
Lord_Melody,"[""other""]",Work,-495.692
Lord_T_&_Eloise,"[""other""]",Work,-418.921
Lord_Tim_Hudson,"[""Person"",""other""]",other,-1981.346
Lord_of_the_Past:_A_Compilation,"[""Work""]",Work,-677.442
Lordegan,"[""Place""]",Place,-1486.769
Lordelo_do_Ouro,"[""Place""]",Place,-683.173
Lords_of_Thunder,"[""Work""]",Work,-609.227
Lore_(anatomy),"[""other""]",Species,-140.193
Lorella_Bellato,"[""Person""]",Person,-303.312
Loren_Ferr%C3%A9_Rangel,"[""Person""]",Person,-1203.661
Loren_Lomasky,"[""Agent"",""Person"",""other""]",Person,-1234.39
Loren_Mahoney,"[""Person""]",Person,-184.552
Loren_Roberts,"[""Person""]",Person,-96.431
Lorena_Ayala,"[""Person""]",Person,-363.366
Lorena_Clare_Facio,"[""Person""]",Person,-1436.142
Lorena_Vel%C3%A1zquez,"[""Person""]",Person,-174.228
Lorensella,"[""Species""]",Species,-263.769
Lorenz_Christoph_Mizler,"[""Agent"",""Person"",""other""]",Agent,-348.332
Lorenz_Fehenberger,"[""Agent"",""Person"",""other""]",Agent,-1487.956
Lorenz_Franz_Kielhorn,"[""Agent"",""Person"",""other""]",Agent,-982.035
Lorenz_von_Westenrieder,"[""Person""]",Agent,-308.375
Lorenza_Avemanay,"[""Person""]",Person,-220.453
Lorenzo_Alaimo,"[""Person""]",Person,-171.673
Lorenzo_Barcala,"[""Person""]",Person,-324.247
Lorenzo_Batlle_Pacheco,"[""Person""]",Person,-117.125
Lorenzo_Bianchini,"[""Person""]",Person,-158.118
Lorenzo_Brown,"[""Person""]",Person,-231.752
Lorenzo_Cantarello,"[""Person""]",Person,-241.035
Lorenzo_Carcaterra,"[""Agent"",""Person"",""other""]",Person,-348.248
Lorenzo_Caroprese,"[""Person""]",Person,-1289.349
Lorenzo_Freeman,"[""Person""]",Person,-407.795
Lorenzo_Mascheroni,"[""Agent"",""Person"",""other""]",other,-1215.824
Lorenzo_Ruiz_de_Manila_School,"[""Organisation""]",Organisation,-374.199
Lorenzo_Snow,"[""Agent"",""Person"",""other""]",Person,-319.955
Lorenzo_Stovini,"[""Person""]",Person,-142.155
Lorenzo_Zanetti,"[""Person""]",Person,-601.906
Lorenzo_de_Sep%C3%BAlveda,"[""Person""]",Person,-160.766
Loreto_(Milan_Metro),"[""Place""]",Place,-602.906
Loretta_Kelley,"[""Person""]",other,-802.519
Loretta_Lynn_and_Conway_Twitty_discography,"[""Work""]",Work,-421.355
Loretta_Napoleoni,"[""Person""]",Person,-235.254
"Loretto,_Kentucky","[""Place""]",Place,-224.304
"Loretto,_Tennessee","[""Place""]",Place,-141.946
Lorhon_language,"[""other""]",other,-363.584
Lori_Alan,"[""Person""]",Person,-122.075
Lori_Baker,"[""Agent"",""Person"",""other""]",other,-1894.979
Lori_Grinker,"[""Person""]",Person,-847.663
Lori_Nix,"[""Person""]",Person,-280.847
Lori_Otter,"[""Agent"",""Person"",""other""]",Person,-1768.417
Lori_Palatnik,"[""Agent"",""Person"",""other""]",Person,-157.601
Loricaria_scolopendra,"[""Species""]",Species,-251.609
Loricariidae,"[""Species""]",Species,-580.429
Lorie_(singer),"[""other""]",other,-1040.422
Lorie_Zapf,"[""Person""]",Person,-1544.404
Lorijan,"[""Place""]",Place,-281.517
Lorillard_Tobacco_Company,"[""Organisation""]",Person,-213.228
Lorin_E._Kerr,"[""Person""]",Person,-3658.529
Lorin_Helm,"[""Person""]",Person,-132.743
Lorinza_Harrington,"[""Person""]",Person,-112.86
Lorisidae,"[""Species""]",Species,-308.1
"Lorlie,_Saskatchewan","[""Place""]",Place,-49.137
Lorna_Beers,"[""Agent"",""Person"",""other""]",other,-870.062
Lorna_Dee_Cervantes,"[""Person""]",other,-3720.016
Lorna_Doone_(1951_film),"[""Work""]",Work,-377.482
Lorna_Jackson,"[""Person""]",Person,-207.761
Lorna_Milne,"[""Agent"",""Person"",""other""]",Person,-2351.139
Lorna_Schultz_Nicholson,"[""Agent"",""Person"",""other""]",Person,-597.067
Lorna_Want,"[""Person"",""other""]",Person,-215.851
Lorne_Davis,"[""Person""]",Person,-272.766
Lorne_Henderson,"[""Person""]",Person,-297.602
Lorne_Plante,"[""Person""]",Person,-355.324
Lorne_Proudfoot,"[""Person""]",Person,-294.433
Lorne_Rose,"[""Person""]",Person,-284.018
Loro_Piceno,"[""Place""]",Place,-363.288
Lorrain_dialect,"[""other""]",other,-680.664
Lorraine_Hansberry,"[""Person""]",Person,-1476.344
Lorraine_Miller,"[""Person""]",Person,-2231.165
Lorrenzo_Wade,"[""Person""]",Person,-233.487
Lorrie_Collins,"[""Person""]",other,-252.76
Lorrie_Lynch,"[""Person"",""other""]",Person,-1450.312
Lorrin_Andrews,"[""Person""]",Person,-526.484
Lorris_E._Borden,"[""Person"",""other""]",Person,-1030.214
Lorsanvar,"[""Place""]",Place,-236.07
Los_Angeles_Air_Defense_Region,"[""Organisation""]",Organisation,-256.721
Los_Angeles_Pop_Art,"[""Organisation""]",other,-2583.214
Los_Angeles_Times,"[""Work""]",Person,-516.471
Los_Angeles_Wolves,"[""Organisation""]",Person,-276.536
Los_Bermejales_Reservoir,"[""Place""]",Place,-130.434
Los_Boquerones,"[""Place""]",Place,-79.985
Los_Catutos,"[""Place""]",Place,-92.265
Los_Cazadores:_Primera_Busqueda,"[""Work""]",Work,-1376.426
Los_Cerrillos_Airport,"[""Place""]",Place,-187.896
Los_Claxons,"[""other""]",other,-401.396
Los_Compadres,"[""Person""]",other,-783.849
Los_Llanos_de_Aridane,"[""Place""]",Place,-330.058
Los_Pitchers,"[""Work""]",Work,-153.038
Los_Premios_40_Principales_for_Best_Latin_Artist,"[""other""]",other,-626.332
Los_Santos_Province,"[""Place""]",Place,-3821.476
Los_Santos_Reyes,"[""Work""]",Person,-124.331
Los_Shakers,"[""other""]",other,-137.737
Los_Shapis,"[""other""]",other,-1659.328
Los_Tarcos_Rugby_Club,"[""Organisation""]",Person,-654.464
Los_Telares,"[""Place""]",Place,-97.746
Los_Toldos,"[""Place""]",Place,-631.015
Los_Twist,"[""other""]",other,-566.772
Los_Villares,"[""Place""]",Place,-168.655
Lose_Control_(Let_Me_Down),"[""Work""]",Work,-483.392
Lose_You,"[""Work""]",Work,-514.095
Loser_(novel),"[""Work""]",other,-5433.724
Losing_All_Hope_Is_Freedom,"[""Work""]",Work,-214.84
Losing_Balance,"[""Work""]",Work,-132.573
Losing_My_Edge,"[""Work""]",Work,-411.564
Losing_a_Whole_Year,"[""Work""]",Work,-394.768
Losmapimod,"[""other""]",other,-1082.163
Loss_(Bass_Communion_album),"[""Work""]",Work,-559.784
Lost_Angels_(song),"[""Work""]",Work,-387.016
Lost_City_of_the_Jungle,"[""Work""]",Work,-80.681
Lost_Coast,"[""Place""]",Place,-1687.323
Lost_Continent_(1954_film),"[""Work""]",Work,-279.653
"Lost_Creek_Township,_Vigo_County,_Indiana","[""Place""]",Place,-497.741
Lost_Everything,"[""Work""]",Work,-389.157
Lost_Kingdoms_II,"[""Work""]",Work,-403.844
"Lost_River,_Idaho","[""Place""]",Place,-116.559
Lost_Sex,"[""Work""]",Work,-121.478
Lost_Trail_National_Wildlife_Refuge,"[""Place""]",Place,-1792.504
Lost_in_City_Lights,"[""Work""]",Work,-90.595
Lost_in_Love_(New_Edition_song),"[""Work""]",Work,-633.582
Lost_in_Space_Part_I_&_II,"[""Work""]",Work,-315.378
Lost_in_Transition,"[""Work""]",Work,-836.681
Lost_in_a_Harem,"[""Work""]",Work,-112.127
Lost_in_society,"[""other""]",other,-400.04
Lost_in_the_Hood,"[""Work""]",Work,-91.077
Lost_in_the_Suburbs,"[""Work""]",Work,-143.155
Lostine_River,"[""Place""]",Place,-2363.835
Lot18,"[""Organisation""]",Organisation,-488.558
"Lot_11_and_Area,_Prince_Edward_Island","[""Place""]",Place,-401.868
"Lot_37,_Prince_Edward_Island","[""Place""]",Place,-251.073
"Lot_48,_Prince_Edward_Island","[""Place""]",Place,-269.444
"Lot_51,_Prince_Edward_Island","[""Place""]",Place,-231.986
Lot_M._Morrill,"[""Agent"",""Person"",""other""]",Person,-3147.485
Lota_Delgado,"[""Person""]",Person,-346.412
"Lote,_Norway","[""Place""]",Place,-586.503
Lotem_Zino,"[""Person""]",Person,-854.81
Lothar_Bucher,"[""Agent"",""Person"",""other""]",Person,-2800.4
Lothar_Fischer,"[""Person""]",Person,-2065.849
Lothian_Sheffield_Dickson,"[""Person""]",Person,-525.946
Lotoala_Metia,"[""Person""]",Person,-108.625
Lotta_Faust,"[""Person""]",Person,-499.605
Lotta_Lotass,"[""Person""]",Person,-750.515
Lotta_That,"[""Work""]",Work,-521.595
Lotte_Hass,"[""Agent"",""Person"",""other""]",Person,-513.115
Lotte_Horne,"[""Person""]",Person,-176.049
Lotte_Lenya,"[""Person""]",Person,-650.461
Lotte_World_Tower,"[""other""]",Place,-2211.605
Lotterberg,"[""Place""]",Place,-183.857
Lotterio_Filangieri_(died_1302),"[""Person""]",Person,-757.342
Lottery_Scratchcards,"[""Work""]",Work,-170.647
Lottia_emydia,"[""Species""]",Species,-177.381
Lottia_tenuisculptata,"[""Species""]",Species,-177.381
Lotto_Sport_Italia_NRFL_Division_1,"[""Organisation""]",Organisation,-751.212
Lotus_Europa_S,"[""MeanOfTransportation""]",other,-833.775
Lotus_Glen_Correctional_Centre,"[""Place""]",Place,-410.726
Lotus_mollis,"[""Species""]",Species,-139.487
Lotusflower_(album),"[""Work""]",Work,-891.457
Lou_(surname_%E6%A5%BC),"[""other""]",other,-345.927
Lou_Barletta,"[""Person""]",Person,-462.627
Lou_Dickenson,"[""Person""]",Person,-734.702
Lou_Engledow,"[""Person""]",Person,-338.006
Lou_Figaro,"[""Person""]",Person,-777.315
Lou_Guisto,"[""Person""]",Person,-442.902
Lou_Island,"[""Place""]",Place,-69.604
Lou_Kenton,"[""Person""]",Person,-240.203
Lou_Knerr,"[""Person""]",Person,-230.511
Lou_Majaw,"[""other""]",other,-1741.314
Lou_McEvoy,"[""Person""]",Person,-427.554
Lou_Nelle_Sutton,"[""Person""]",Person,-833.787
Lou_Pucillo,"[""Person""]",Person,-1121.433
Lou_Rae,"[""Person""]",other,-749.797
Lou_Reed_(rugby_player),"[""Person""]",Person,-640.907
Lou_Reed_Live,"[""Work""]",Work,-1090.357
Lou_Thornton,"[""Person""]",Person,-183.493
Lou_and_Peter_Berryman,"[""other""]",other,-1433.26
Loucas_George,"[""Person""]",Person,-67.629
"Loud,_Proud_&_Heavy:_The_Best_of_Uriah_Heep","[""Work""]",Work,-204.132
Loud_big-eyed_tree_frog,"[""Species""]",Species,-264.334
Louder_Than_the_Dragon,"[""Work""]",Work,-458.064
Loudoun,"[""Place""]",Place,-1565.68
"Loudwater,_Buckinghamshire","[""Place""]",Place,-194.481
Loudwater_railway_station,"[""Place""]",Place,-118.435
Lough_Neagh,"[""Place""]",Place,-644.714
Lough_Sheever,"[""Place""]",Place,-380.075
Louie_Donowa,"[""Person""]",Person,-277.089
Louie_Palmer,"[""Agent"",""Person"",""other""]",other,-91.574
Louie_Ramsay,"[""Person""]",Person,-1941.455
"Louis,_Count_of_Vaud%C3%A9mont","[""Person""]",Person,-1856.271
"Louis,_Dauphin_of_France,_Duke_of_Brittany","[""Person""]",Person,-1330.953
Louis-Andr%C3%A9-Gabriel_Bouchet,"[""Person""]",Person,-1086.771
Louis-Ars%C3%A8ne_Lavall%C3%A9e,"[""other""]",Person,-1133.244
Louis-F%C3%A9lix_Pinault,"[""Person""]",Person,-1356.213
Louis-Gabriel-Charles_Vicaire,"[""Agent"",""Person"",""other""]",Agent,-1994.629
Louis-Jean_L%C3%A9vesque_de_Pouilly,"[""Agent"",""Person"",""other""]",Agent,-501.802
Louis-Joseph_Faure,"[""Agent"",""Person"",""other""]",Person,-628.018
Louis-Joseph_Riopel,"[""Person""]",Person,-1467.312
Louis-Paul-Armand_Simonneaux,"[""Person""]",Person,-554.075
Louis-Philippe_Dury,"[""Person""]",Person,-105.984
Louis-Philippe_H%C3%A9bert,"[""Person""]",Person,-1226.453
Louis-Philippe_Laurendeau,"[""Agent"",""Person"",""other""]",other,-1341.976
Louis-Philippe_de_Grandpr%C3%A9,"[""Person""]",Person,-202.979
Louis-Pierre_Norblin,"[""Agent"",""Person"",""other""]",Agent,-448.617
Louis-Z%C3%A9phirin_Moreau,"[""Agent"",""Person"",""other""]",Person,-272.257
Louis_A._Arnold,"[""Person""]",Person,-275.37
"Louis_A._McCall,_Sr.","[""other""]",Person,-518.367
Louis_Alan_Hazeltine,"[""Person""]",Person,-1000.947
Louis_Aleman,"[""Agent"",""Person"",""other""]",Person,-98.131
Louis_Anseaume,"[""Person""]",Agent,-553.267
Louis_Antoine_Godey,"[""Agent"",""Person"",""other""]",Person,-238.73
Louis_Appia,"[""Agent"",""Person"",""other""]",Person,-643.447
Louis_Auguste_Sabatier,"[""Agent"",""Person"",""other""]",Agent,-1899.452
Louis_B%C3%A9roud,"[""Agent"",""Person"",""other""]",other,-1036.725
Louis_B._Mendelsohn,"[""Agent"",""Person"",""other""]",Organisation,-331.184
Louis_Bach,"[""Person""]",Person,-238.394
Louis_Bayard,"[""Person""]",Person,-295.042
Louis_Bertillon,"[""Person""]",Agent,-143.533
Louis_Besson,"[""Person""]",Person,-415.443
Louis_Bisson_Bridge,"[""Place""]",Place,-484.543
Louis_Blanchette,"[""Person""]",Person,-2692.154
Louis_Bosworth_Hurt,"[""Person""]",Person,-85.571
Louis_Bowser_Cumpston,"[""Person""]",Person,-145.496
Louis_Campagna,"[""Person""]",Person,-192.358
Louis_Capozzi,"[""Person""]",Person,-216.431
Louis_Cataldie,"[""Agent"",""Person"",""other""]",Person,-1780.281
Louis_Cennamo,"[""Person""]",other,-128.615
Louis_Clark,"[""other""]",Person,-211.125
Louis_Cukela,"[""Person""]",Person,-736.51
Louis_E._Eliasberg,"[""Agent"",""Person"",""other""]",other,-3270.149
Louis_Enricht,"[""Person""]",other,-4172.693
Louis_Esson,"[""Person""]",Person,-807.655
Louis_Falco,"[""Person""]",Person,-107.516
Louis_Finson,"[""Person""]",Agent,-134.664
Louis_Ford,"[""Person""]",Person,-740.67
"Louis_Fran%C3%A7ois,_Prince_of_Conti","[""Person""]",Person,-462.658
"Louis_Fran%C3%A7ois,_duc_de_Boufflers","[""Agent"",""Person"",""other""]",Person,-3526.966
Louis_Freeh,"[""Person""]",Person,-476.733
"Louis_George,_Margrave_of_Baden-Baden","[""Person""]",Person,-516.069
Louis_Gerverot,"[""Agent"",""Person"",""other""]",Person,-138.556
Louis_Glass,"[""Agent"",""Person"",""other""]",other,-1165.4
Louis_Gloria,"[""Person""]",Person,-120.264
Louis_Gomis_(footballer_born_1974),"[""Person""]",Person,-170.025
Louis_Goodwill_Nchindo,"[""Person""]",Person,-358.502
Louis_Gruenberg,"[""Agent"",""Person"",""other""]",Person,-161.928
Louis_H._Chrispijn,"[""Person""]",Person,-333.2
Louis_H._Prange,"[""Person""]",Person,-83.899
Louis_Holmes,"[""Person""]",Person,-608.725
Louis_Honor%C3%A9_Gosselin,"[""Person""]",Person,-719.487
"Louis_I,_Count_of_Loon","[""Person""]",Person,-187.562
Louis_II_of_Naples,"[""Person""]",Person,-256.158
Louis_Ichard,"[""Person""]",Person,-153.745
Louis_Isaac_Rabinowitz,"[""Agent"",""Person"",""other""]",Person,-139.756
Louis_J._Harper,"[""Person""]",Person,-534.952
Louis_Jean_Nicolas_Abb%C3%A9,"[""Person""]",Person,-812.251
Louis_Jordan,"[""Agent"",""Person"",""other""]",other,-3851.807
Louis_Julien_Demers,"[""Person""]",Person,-720.146
Louis_Kaufman,"[""Agent"",""Person"",""other""]",Person,-672.258
Louis_Krasner,"[""Agent"",""Person"",""other""]",Person,-251.323
Louis_L._Goldstein,"[""Agent"",""Person"",""other""]",Person,-3575.008
Louis_Lautier,"[""Person""]",Person,-2323.43
Louis_Lecoin,"[""Agent"",""Person"",""other""]",Person,-205.043
Louis_Leo_Snyder,"[""Agent"",""Person"",""other""]",Person,-607.333
Louis_Leprince-Ringuet,"[""Person""]",Person,-184.131
Louis_Lerambert,"[""Agent"",""Person"",""other""]",Agent,-1466.666
Louis_Letourneau,"[""Person""]",Person,-598.669
Louis_Linn,"[""Person""]",Person,-1612.385
Louis_Lomax,"[""Person""]",Person,-168.895
Louis_Lorimier,"[""Agent"",""Person"",""other""]",Person,-3212.63
Louis_Lortie,"[""Agent"",""Person"",""other""]",Person,-1068.311
Louis_Ludlow,"[""Agent"",""Person"",""other""]",Person,-460.821
Louis_M%C3%A9thot,"[""Person""]",Person,-1057.005
Louis_Maigret_(grammarian),"[""Person"",""other""]",Agent,-367.43
Louis_Mandylor,"[""Person""]",Person,-122.121
Louis_Marc_Antoine_de_Noailles,"[""Agent"",""Person"",""other""]",Agent,-292.478
Louis_Marks,"[""Agent"",""Person"",""other""]",Person,-2589.694
Louis_Marshall_(educator),"[""Person""]",Person,-150.147
Louis_McKee,"[""Person""]",other,-1316.196
Louis_Michael_Seidman,"[""Person""]",Person,-482.639
Louis_Nicolas_le_Tonnelier_de_Breteuil,"[""Agent"",""Person"",""other""]",Person,-323.688
Louis_Niesten,"[""Person""]",other,-698.549
Louis_Orville_Breithaupt,"[""Person""]",Person,-1050.934
Louis_Pauwels,"[""Agent"",""Person"",""other""]",Person,-184.197
Louis_Pevernagie,"[""Person""]",Person,-100.089
"Louis_Ph%C3%A9lypeaux,_comte_de_Saint-Florentin","[""Agent"",""Person"",""other""]",Agent,-186.874
"Louis_Pierre_%C3%89douard,_Baron_Bignon","[""Agent"",""Person"",""other""]",Agent,-154.476
Louis_Prang,"[""Person""]",Person,-199.342
